word	count	sentence	rewritten
candle's	1	A candle's small, bright flame helps some people with their spirituality.	A candle's small, bright flame helps some people feel close to God.
candlelight	1	First, he learned to read by candlelight.	First, he learned to read by the light of a candle.
candy-filled	1	Some kids play with a candy-filled toy at parties.	Some kids play with a toy full of candy at parties.
canel	1	Then, eat a sweet cake called a canelé.	
cangdi	1	Long ago, people believed a god named Cangdi lived on the mountain.	
canis	1	He taught me that "canis" means dog.	
canoeing	1	You might see one at a lake or on a river where people go canoeing.	You might see one at a lake or on a river where people go in small boats.
canon	1	Theravada Buddhists follow the Pali Canon, the earliest Buddhist texts.	
canopy	1	Below that is the canopy, which is like a big green roof.	Below that is the top part of the trees, which is like a big green roof.
cantaloupe	1	Cantaloupe is another kind of melon with orange inside.	
canterbury	1	Later, a man named Geoffrey Chaucer wrote funny stories called The Canterbury Tales.	
cantuta	1	The national flower is called the Cantuta.	
capelin	1	Many fish live there, like cod and capelin.	
capillaries	1	Very tiny tubes called capillaries connect arteries and veins.	Very tiny tubes connect the big blood tubes.
capitan	1	Then, you look at the giant rock called El Capitan.	
capsicums	1	I have three capsicums in my garden.	I have three bell peppers in my garden.
captains	1	Some officers are captains or lieutenants.	Some officers are leaders or helpers.
caption	1	First, someone makes a meme with a silly caption.	First, someone makes a funny picture with silly words.
carabiners	1	They also use metal clips called carabiners to hold the rope.	They also use metal clips to hold the rope.
caracas	1	The capital city is Caracas.	
caravans	1	Many Roma people live in parts of Europe, and they move from place to place in big homes on wheels called caravans.	Many Roma people live in parts of Europe, and they move from place to place in big homes on wheels.
cardiologists	1	The doctors who do this work are called cardiologists.	The doctors who do this work are called heart doctors.
careless	1	You fall when you are careless, but you walk when you are careful.	You fall when you are not careful, but you walk when you are careful.
caribbean's	1	The Caribbean's water is very clear.	The water in the Caribbean Sea is very clear.
caribs	1	Later, people named the sea after a group of people called the Caribs.	
carlo	1	Monaco is famous for the Monte Carlo Casino and a big car race called the Monaco Grand Prix.	
carlton	1	The city has a very tall building called the Carlton Centre and a very tall tower called the Hillbrow Tower.	
carnac	1	There are many old stones standing up in the ground in a place called Carnac.	
carnation	1	In 1974, a peaceful revolution called the Carnation Revolution changed the government.	
caroling	1	This is called caroling.	This is called singing Christmas songs.
carothers	1	It was invented a long time ago by a man named Wallace Carothers.	
carpathians	1	Tall mountains called the Carpathians go through the middle of Romania.	
carpool	1	Buses and special carpool lanes can help fix this problem.	Buses and special lanes for cars with many people can help fix this problem.
carrier's	1	First, a plane lands on the carrier's deck.	First, a plane lands on the big ship's flat top.
carroll	1	The story was written by Lewis Carroll a long time ago.	
carrot's	1	This is a carrot's green top.	
cart's	1	The cart's wheel is squeaky.	
cartagena	1	Other big cities are Medellín, Cali, and Cartagena.	
cartographers	1	Anyone can draw a simple map, but cartographers learn how to make maps that are very neat and correct.	Anyone can draw a simple map, but map makers learn how to make maps that are very neat and correct.
cartoon's	1	This is the cartoon's happy song.	
cartridges	1	Cassettes are small tape cartridges with two sides.	Cassettes are small tape boxes with two sides.
cartwright	1	A long time ago, a man named Edmund Cartwright made a loom that worked by itself.	
cassatt	1	Other impressionist painters include Pierre-Auguste Renoir, Edgar Degas, and Mary Cassatt.	
cassini-huygens	1	A spacecraft called Cassini-Huygens visited Titan and took pictures of its lakes.	
castile	1	The word for Spanish in Spanish is "español." Spanish is also called Castilian because it came from a place called Castile.	
castilian	1	The word for Spanish in Spanish is "español." Spanish is also called Castilian because it came from a place called Castile.	
castillo	1	The most famous building there is a big pyramid called El Castillo.	
castries	1	The capital city is Castries, where many people live.	
castro	1	In 1959, a man named Fidel Castro led a revolution and took over the country.	
catnip	1	Bone is to dog as catnip is to cat.	Bone is to dog as a special plant is to cat.
cava	1	The biggest vein in your body is called the vena cava.	The biggest blood tube in your body is called the vena cava.
cavaliers	1	People watch baseball with the Cleveland Indians, football with the Cleveland Browns, and basketball with the Cleveland Cavaliers.	
caye	1	Belize has many islands, and the biggest one is called Ambergris Caye.	
cayman	1	The Cayman Islands are often included too.	
cayuga	1	These tribes were the Mohawk, Oneida, Onondaga, Cayuga, and Seneca.	
cd's	1	I like this CD's music.	
celia	1	Some famous salsa singers are Celia Cruz and Willie Colón.	
cena	1	Some famous wrestlers are Hulk Hogan, The Rock, and John Cena.	
cernunnos	1	They believed in many gods and goddesses, like Lugus and Cernunnos.	
cetinje	1	The old capital is Cetinje.	
ceylon	1	Sri Lanka was once called Ceylon.	
chamorro	1	The native people are called Chamorro.	
champollion	1	Then a big stone called the Rosetta Stone helped a man named Champollion figure out how to read them again.	
chandragupta	1	A king named Chandragupta I bossed the Gupta Empire first.	
charming	1	Yes, remember the prince's name is Charming.	
chart's	1	The chart's paper is white.	
chattahoochee	1	You can find it near a river called the Chattahoochee.	
chaucer	1	Later, a man named Geoffrey Chaucer wrote funny stories called The Canterbury Tales.	
checkup's	1	The checkup's main part is checking your heart and lungs.	
checkups	1	Two checkups a year are not needed for most kids.	Two doctor visits a year are not needed for most kids.
cheerios	1	Some cereals are for kids, like Cheerios or Cocoa Puffs.	
cheese's	1	The cheese's smell is strong.	
chemical's	1	The chemical's color is yellow.	
chennai	1	Delhi, Mumbai, and Chennai are cities in India.	
chewed-up	1	Worker wasps feed the baby wasps chewed-up bugs.	Worker wasps feed the baby wasps bugs that they chewed up.
chiang	1	Bangkok and Chiang Mai are places in Thailand.	
chichewa	1	People there speak English and Chichewa.	
chidi	1	A boy named Chidi lives in Nigeria.	
chile's	1	Chile's national flower is the copihue, a red bell-shaped flower.	
chima	1	Then, tie the chima skirt or baji pants.	Then, tie the skirt or pants.
chimera	1	Together, they fought a scary monster called the Chimera.	
ching	1	Yes, it has a book called the Tao Te Ching.	
chip's	1	The chip's silicon is very clean.	
chnum	1	Some old stories say that a god named Chnum made the first people on a potter's wheel.	
chokusu	1	The highest mountain is called Jengish Chokusu.	
chomolungma	1	They call it "Chomolungma," which means "mother of the earth.Some Sherpas help other people climb the mountain.	
chong	1	Badminton player Lee Chong Wei and squash player Nicol David are famous athletes from Malaysia.	
choseoneo	1	In South Korea, people call it "hangukmal" or "hangugeo." In North Korea, they call it "choseonmal" or "choseoneo.Koreans also call their language 'urimal,' which means 'our language.'" Korean has its own special alphabet called Hangul.	
choseonmal	1	In South Korea, people call it "hangukmal" or "hangugeo." In North Korea, they call it "choseonmal" or "choseoneo.Koreans also call their language 'urimal,' which means 'our language.'" Korean has its own special alphabet called Hangul.	
christchurch	1	First, you fly to a city called Christchurch.	
chromosomes	1	Genes and chromosomes are both inside a cell.	Genes and tiny parts called chromosomes are both inside a cell.
chuck	1	Some famous rock and roll singers were Elvis Presley, Chuck Berry, and Little Richard.	
chunk	1	An air mass is a big chunk of air that moves together.	An air mass is a big piece of air that moves together.
chunnel	1	People can cross it on a boat called a ferry, or ride a train through a tunnel under the water called the Chunnel.	People can cross it on a boat called a ferry, or ride a train through a tunnel under the water called the big tunnel.
churchill	1	Adolf Hitler and Winston Churchill were both men who led their nations during World War II.	
cicero	1	Julius Caesar, Cicero, and Brutus are men from old Rome.	
cinderella's	1	It fits Cinderella's foot.	
circle's	1	She said the circle's outside is not straight but round.	She said the outside of the circle is not straight but round.
citizenships	1	That is called having two citizenships.	That is called having two countries you belong to.
clara	1	We are four friends: Anna, Ben, Clara, and me.	
clarke	1	Clarke.	
class's	1	This is my class's pet hamster.	This is my class pet hamster.
classwork	1	Homework is work at home, but classwork is work at school.	Homework is work at home, but work at school is classwork.
cleanly	1	Some things burn cleanly but can be dangerous.	Some things burn in a clean way but can be dangerous.
cleo	1	Cleo is a clever little fox who lives in the forest.	
click-clack-ding	1	Tom loves to hear it go click-clack-ding.	
climax	1	The most exciting part is called the climax.	The most exciting part is called the top of the story.
cloth's	1	The cloth's color is red.	The color of the cloth is red.
cloud-like	1	I see two cloud-like things in the big space book.	I see two things that look like clouds in the big space book.
clovers	1	Other people look for four-leaf clovers because they think these bring good luck.	
club's	1	A club's head is shiny.	The head of a club is shiny.
clucky	1	Tom has a pet chicken named Clucky.	
clutches	1	Some handbags are called purses or clutches.	Some handbags are called purses or small bags.
clutter	1	Mess and clutter are things that are not tidy.	
coat's	1	The coat's pocket is full of leaves.	The pocket of the coat is full of leaves.
coca-cola	1	A famous drink called Coca-Cola comes from there.	
cock-a-doodle-doo	1	A farm rooster says cock-a-doodle-doo.	
coding	1	Robotics, coding, and making a paper plane are all ways to make things move.	
